Gata,Stadur,Verd,Fasteignamat,Brunabotamat,Ahvilandi,Tegund,Byggingarar,Size,Herbergi,Svefnherbergi,Stofur,Badherbergi,Inngangur,Bilskur,Dags.sott,Nybygging
Hallgerðargata 19 (403),Reykjavík,50900000,0,0,0,Fjölbýli,2019,77.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Álakvísl 34,Reykjavík,53900000,48200000,37240000,0,Fjölbýli,1983,145.6,4,3,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Víkurbraut (303) 17,Reykjanesbæ,73476000,50100000,48460000,0,Fjölbýli,2020,132.5,4,3,1,1,Sameiginlegur,Já,2020-03-21,Já
Lautarvegur 40,Reykjavík,79800000,19200000,0,0,Hæðir,2019,114.7,3,2,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Lautarvegur 40,Reykjavík,85700000,19200000,0,0,Hæðir,2019,141.2,3,2,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Lautarvegur 42,Reykjavík,77500000,19200000,0,0,Hæðir,2019,114.7,3,2,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Víkurbraut (203) 17,Reykjanesbæ,72144000,49900000,48060000,0,Fjölbýli,2020,132.7,4,3,1,1,Sameiginlegur,Já,2020-03-21,Já
Víkurbraut (103) 17,Reykjanesbæ,70143000,49550000,47810000,0,Fjölbýli,2020,131.6,4,3,1,1,Sameiginlegur,Já,2020-03-21,Já
Víkurbraut (102) 17,Reykjanesbæ,57510000,42950000,38330000,0,Fjölbýli,2020,107.9,3,2,1,1,Sameiginlegur,Já,2020-03-21,Já
Víkurbraut (101) 17,Reykjanesbæ,60900000,39100000,39660000,0,Fjölbýli,2020,112.1,3,2,1,1,Sameiginlegur,Já,2020-03-21,Já
Víkurbraut (001) 17,Reykjanesbæ,58770000,39100000,39660000,0,Fjölbýli,2020,108.2,3,2,1,1,Sameiginlegur,Já,2020-03-21,Já
Spánn - Los Dolses,Útlöndum,36700000,0,0,0,Fjölbýli,NA,0,4,3,1,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Vaðhólsbraut 2 Öndverðarnes,Selfossi,8500000,2390000,0,0,Sumarhús,0,7500,1,1,0,0,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Mosagata 5,Garðabæ,62900000,53000000,50610000,0,Fjölbýli,2018,130,4,3,1,NA,Sérinngangur,Já,2020-03-21,Já
Mosagata 5,Garðabæ,57900000,48850000,43900000,0,Fjölbýli,2018,106.9,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Mosagata 7,Garðabæ,56900000,50550000,46500000,0,Fjölbýli,2018,111.5,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Mosagata 7,Garðabæ,57900000,51800000,46300000,0,Fjölbýli,2018,111.2,4,3,1,1,Sameiginlegur,Já,2020-03-21,Já
Mosagata 7,Garðabæ,68900000,56900000,54600000,0,Fjölbýli,2018,138.6,4,3,1,1,Sameiginlegur,Já,2020-03-21,Já
Unnarbraut 12,Seltjarnarnesi,49900000,52000000,33850000,0,Fjölbýli,1960,120.6,3,4,0,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bjarkarholt 14 ÍBÚÐ 505,Mosfellsbæ,69200000,22450000,0,0,Fjölbýli,2019,120.5,4,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Bjarkarholt 14 ÍBÚÐ 504,Mosfellsbæ,61900000,21450000,0,0,Fjölbýli,2019,114.4,3,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Bjarkarholt 14 ÍBÚÐ 406,Mosfellsbæ,59000000,20350000,0,0,Fjölbýli,2019,106.9,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Bjarkarholt 12 ÍBÚÐ 308,Mosfellsbæ,65500000,22450000,0,0,Fjölbýli,2019,126.5,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Bjarkarholt 16 ÍBÚÐ 204,Mosfellsbæ,62900000,21400000,0,0,Fjölbýli,2019,117.2,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Bjarkarholt 20 ÍBÚÐ 202,Mosfellsbæ,66900000,4590000,0,0,Fjölbýli,2020,117.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Bjarkarholt 8 ÍBÚÐ 105,Mosfellsbæ,54500000,4110000,0,0,Fjölbýli,2020,100.4,3,2,1,1,Sameiginlegur,Já,2020-03-21,Já
Funafold 75,Reykjavík,87000000,78550000,68400000,0,Einbýli,1984,211.8,8,5,3,3,Margir inngangar,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarbraut 15C 314,Kópavogi,73900000,6160000,0,0,Fjölbýli,0,130.5,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarbraut 15B 210,Kópavogi,52900000,4780000,0,0,Fjölbýli,0,90.4,3,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarbraut 15B 110,Kópavogi,33900000,3120000,0,0,Fjölbýli,0,50.3,1,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarbraut 15C 213,Kópavogi,71900000,6140000,0,0,Fjölbýli,0,129.9,5,3,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarbraut 15A 308,Kópavogi,41900000,3530000,0,0,Fjölbýli,0,57.9,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Lyngás 1G,Garðabæ,48900000,20250000,0,0,Fjölbýli,2019,84.8,3,2,1,1,Sérinngangur,Já,2020-03-21,Já
Lyngás 1G,Garðabæ,48900000,20000000,0,0,Fjölbýli,2019,83,3,2,1,1,Sérinngangur,Já,2020-03-21,Já
Lyngás 1E,Garðabæ,53900000,22500000,0,0,Fjölbýli,2019,98.5,4,3,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Lyngás 1E,Garðabæ,52900000,22900000,0,0,Fjölbýli,2019,102.1,4,3,1,1,Sérinngangur,Já,2020-03-21,Já
Lyngás 1E,Garðabæ,53900000,22100000,0,0,Fjölbýli,2019,98.2,3,3,1,1,Sérinngangur,Já,2020-03-21,Já
Lyngás 1E,Garðabæ,53900000,22550000,0,0,Fjölbýli,2019,99.9,4,3,1,1,Sérinngangur,Já,2020-03-21,Já
Lyngás 1E,Garðabæ,56900000,23300000,0,0,Fjölbýli,2019,102.3,4,3,1,1,Sérinngangur,Já,2020-03-21,Já
Lyngás 1E,Garðabæ,55900000,22850000,0,0,Fjölbýli,2019,98.6,4,3,1,1,Sérinngangur,Já,2020-03-21,Já
Lyngás 1E,Garðabæ,55900000,22850000,0,0,Fjölbýli,2019,98.6,4,3,1,1,Sérinngangur,Já,2020-03-21,Já
Reynihólar 3,Dalvík,32900000,30350000,51850000,0,Par/Raðhús,1988,142.4,4,3,1,1,Tveir inngangar,Já,2020-03-21,Nei / Ekki vitað
Hafnarbraut 15B 410,Kópavogi,67900000,5800000,0,0,Fjölbýli,0,120.7,3,3,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarbraut 15C 214,Kópavogi,72900000,6180000,0,0,Fjölbýli,0,131.2,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarbraut 15C 114,Kópavogi,79900000,7190000,0,0,Fjölbýli,0,165.1,5,3,2,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Brekkubyggð 9,Garðabæ,55900000,47200000,40950000,0,Par/Raðhús,1979,108.7,3,2,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Samtún 2,Reykjavík,64500000,50050000,35000000,0,Par/Raðhús,1946,137.2,6,5,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sunnusmári 23,Kópavogi,46900000,0,0,0,Fjölbýli,2019,78.9,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Flókagata 69,Reykjavík,76500000,72200000,42070000,0,Hæðir,1953,149.4,5,3,2,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Hásteinsvegur  40,Vestmannaeyjum,27000000,24750000,36000000,0,Einbýli,1920,134.4,7,6,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Garðabraut 24,Akranesi,31000000,28750000,32150000,0,Fjölbýli,1973,102,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarbraut 13A 201,Kópavogi,71900000,6640000,0,0,Fjölbýli,0,147.5,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Skarðshlíð 29,Akureyri,26500000,24000000,26150000,0,Fjölbýli,1971,80.8,3,2,1,1,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Ránargata 26,Akureyri,NA,29900000,40850000,0,Hæðir,1952,132.4,5,3,2,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Aðalbraut 8,Akureyri,35900000,23150000,56250000,0,Einbýli,1942,194.4,5,4,2,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Hafnarbraut 11 (313),Kópavogi,42900000,30050000,23950000,0,Fjölbýli,1988,71,2,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hafnarbraut 15C 112,Kópavogi,71900000,6120000,0,0,Fjölbýli,0,129.2,4,3,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Seljavegur 3,Reykjavík,36700000,37950000,20450000,19695243,Fjölbýli,1934,72.3,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Stórikriki 1,Mosfellsbæ,56900000,51600000,45750000,0,Fjölbýli,2007,137.3,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Freyjustígur 22,Selfossi,2800000,0,0,0,Sumarhús,NA,11111,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Sumarhús til flutnings,Selfossi,4500000,0,0,0,Sumarhús,NA,25,0,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Grænalaut 10,Reykjanesbæ,56900000,3470000,0,0,Fjölbýli,NA,144.4,4,3,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Þingvellir sumarhús,Selfossi,NA,19870000,26000000,0,Sumarhús,1930,94.1,8,7,1,NA,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bæjarhraun 6,Hafnarfirði,65000,0,0,0,atv,1986,9,0,NA,NA,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bæjarhraun 6,Hafnarfirði,85000,0,0,0,atv,1986,13,0,NA,NA,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Austurströnd 10,Seltjarnarnesi,49900000,54950000,37800000,0,Fjölbýli,1985,136.4,2,2,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Grænalaut 8,Reykjanesbæ,47900000,2820000,0,0,Fjölbýli,2019,111.8,4,3,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Urðarhvarf  14,Kópavogi,NA,0,0,0,atv,2016,340,6,0,0,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Grænalaut 4,Reykjanesbæ,56900000,38500000,0,0,Fjölbýli,2019,146.3,4,NA,NA,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Já
Trönuhraun 1,Hafnarfirði,99000000,57100000,87150000,0,atv,1994,317.5,0,NA,NA,NA,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Kveldúlfsgata,Borgarnesi,22500000,18250000,25250000,0,Fjölbýli,1975,74.8,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hraunbrún 26,Hafnarfirði,74900000,67050000,55150000,0,Einbýli,1944,180.7,5,4,3,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Valhallarstígur Nyrðri 8,Selfossi,NA,19870000,26000000,0,Sumarhús,1930,94.1,8,7,1,NA,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Espigerði 2,Reykjavík,57300000,53100000,41920000,0,Fjölbýli,1974,129.6,5,3,2,2,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Bergþórugata 7,Reykjavík,39900000,0,0,0,Hæðir,1923,57.9,2,1,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Smyrilshlíð  4, 0101",Reykjavík,46500000,0,0,0,Fjölbýli,2019,72,2,1,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Mávahlíð 36,Reykjavík,47500000,42850000,27800000,0,Fjölbýli,1948,94.1,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Jörundarholt 1,Akranesi,49900000,47400000,35450000,0,Einbýli,1998,105,4,3,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Gnoðarvogur 54,Reykjavík,38900000,37800000,24450000,0,Hæðir,1957,75.1,3,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Garðsstaðir 38,Reykjavík,98400000,94300000,84380000,0,Einbýli,1999,236.8,5,3,2,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Bæjarlind 5,Kópavogi,43900000,32850000,0,0,Fjölbýli,2019,64.2,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Bæjarlind 5,Kópavogi,119000000,77300000,0,0,Fjölbýli,2019,174.9,3,2,1,2,Sameiginlegur,Já,2020-03-21,Já
Eiðsvallagata 32,Akureyri,33900000,32650000,35450000,0,Hæðir,1949,115.9,4,3,1,1,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Bogabraut 16,Skagaströnd,22100000,13150000,37000000,3200000,Einbýli,1960,117,4,NA,NA,1,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Holtsvegur 33,Garðabæ,47500000,46600000,45910000,0,Fjölbýli,2015,102.4,2,1,1,0,Ekki vitað,Já,2020-03-21,Nei / Ekki vitað
Urriðaholtsstræti 30,Garðabæ,68500000,5810000,0,0,Fjölbýli,2020,146.1,4,3,1,2,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Hallgerðargata 7 (604),Reykjavík,97500000,45000000,0,0,Fjölbýli,2019,120.4,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Öndverðarnes Stangarbraut 18,Selfossi,3500000,2460000,0,0,Jörð/Lóð,0,5000,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Tónahvarf 6,Kópavogi,59107000,19300000,0,0,atv,2018,204.1,1,0,0,0,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Tónahvarf 6,Kópavogi,59107000,19300000,0,0,atv,2018,204.1,1,0,0,0,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Tónahvarf 6,Kópavogi,59107000,19300000,0,0,atv,2018,204.1,1,0,0,0,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Tónahvarf 6,Kópavogi,40962000,13450000,0,0,atv,2018,140.6,0,0,0,0,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Logasalir 7,Kópavogi,NA,121750000,107100000,0,Einbýli,2002,350.2,9,6,2,3,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Gerðarbrunnur  2 (101),Reykjavík,49900000,0,0,0,Fjölbýli,2020,94.9,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Gerðarbrunnur  2 (102),Reykjavík,38900000,0,0,0,Fjölbýli,2020,68.6,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Strikið 1,Garðabæ,61300000,50750000,48100000,0,Fjölbýli,2018,101.8,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Strikið 1,Garðabæ,62200000,47600000,45000000,0,Fjölbýli,2018,92.6,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Strikið 1,Garðabæ,60500000,50300000,47600000,0,Fjölbýli,2018,100.5,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Strikið 1,Garðabæ,53900000,44100000,42850000,0,Fjölbýli,2018,83.9,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Strikið 1,Garðabæ,56800000,45150000,43150000,0,Fjölbýli,2018,84.6,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Miðstræti 26,Neskaupstað,39900000,29500000,80500000,0,Hæðir,1968,232.8,6,5,1,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Ósbraut 13,Garði,67000000,79900000,107750000,0,Einbýli,2007,345.6,7,5,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Spánn - Flamenca Village,Útlöndum,36300000,0,0,0,Fjölbýli,NA,0,4,3,1,2,Ekki vitað,Já,2020-03-21,Já
Spánn - Flamenca Village,Útlöndum,27400000,0,0,0,Fjölbýli,NA,0,3,2,1,2,Ekki vitað,Já,2020-03-21,Já
Green Hills 5 Stjörnu,Útlöndum,22300000,0,0,0,Fjölbýli,NA,72,3,2,1,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Suðurlandsbraut 18,Reykjavík,NA,0,0,0,atv,1973,383,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Grænalaut 10,Reykjanesbæ,47900000,2810000,0,0,Fjölbýli,2019,110.1,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Smáratún 23,Reykjanesbæ,42500000,37400000,40570000,0,Fjölbýli,1957,156.9,5,3,2,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Bergstaðastræti 60,Reykjavík,63900000,66900000,34500000,0,Fjölbýli,1930,123.9,4,5,0,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Vesturberg 74,Reykjavík,40000000,36400000,30900000,0,Fjölbýli,1970,98.7,4,3,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hamraborg 38,Kópavogi,36900000,39450000,26250000,0,Fjölbýli,1978,93.3,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Ísleifsbúð 15,Þorlákshöfn,52900000,4070000,0,0,Par/Raðhús,2020,157.1,4,3,1,1,Sérinngangur,Já,2020-03-21,Já
"Reynidalur 6,203",Njarðvík,39500000,2700000,0,0,Fjölbýli,NA,101.1,4,2,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Reynidalur 6,103",Njarðvík,39500000,2700000,0,0,Fjölbýli,NA,101.1,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Reynidalur 6,201",Njarðvík,39500000,2700000,0,0,Fjölbýli,NA,101.1,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Grænalaut 10  Nýtt í sölu,Reykjanesbæ,47900000,2810000,0,0,Fjölbýli,2019,110.2,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Kóngsvegur 8,Selfossi,18900000,16200000,18450000,0,Sumarhús,1989,52,3,2,1,1,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Heinaberg 20,Þorlákshöfn,39900000,31700000,53020000,0,Einbýli,1968,174.6,5,4,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Vallakór 2,Kópavogi,56900000,51150000,50090000,0,Fjölbýli,2014,124.3,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Öldugerði 11,Hvolsvelli,41500000,37600000,68700000,0,Einbýli,1973,227.3,6,4,2,2,Tveir inngangar,Já,2020-03-21,Nei / Ekki vitað
Árskógar 8,Reykjavík,49800000,45700000,29400000,0,Fjölbýli,1993,93.6,3,2,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Freyjubrunnur 33,Reykjavík,48000000,40700000,38310000,0,Fjölbýli,2017,89.1,3,2,1,1,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Básahraun 6,Þorlákshöfn,45900000,38100000,65300000,0,Fjölbýli,1980,199.7,6,4,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Grænalaut 8,Reykjanesbæ,47900000,2880000,0,0,Fjölbýli,0,111.8,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Klapparberg 17,Reykjavík,89900000,76600000,77400000,0,Einbýli,1983,300,7,4,3,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Villacosta Club nýtt,Útlöndum,23900000,0,0,0,Fjölbýli,NA,82,3,2,1,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Boavista - Sumareignir,Útlöndum,24700000,0,0,0,Fjölbýli,2019,69,3,2,1,3,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Grænalaut 4,Reykjanesbæ,56900000,38500000,0,0,Fjölbýli,2018,146.3,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Túngata 35,Eyrarbakka,45000000,38300000,60800000,0,Einbýli,1980,193.9,5,4,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Ísleifsbúð 17,Þorlákshöfn,48700000,4010000,0,0,Par/Raðhús,2020,153.9,4,3,1,1,Ekki vitað,Já,2020-03-21,Já
Sörlagrund  4A,Reykjanesbæ,12000000,13040000,32400000,0,Hesthús,2003,142.4,0,NA,NA,NA,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Hjalladæl 10,Eyrarbakka,40900000,33600000,43530000,0,Par/Raðhús,2006,142.1,3,2,1,1,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Grænalaut 4,Reykjanesbæ,47900000,32650000,0,0,Fjölbýli,2018,112.6,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Já
Birkiteigur 8,Reykjanesbæ,39800000,45800000,43470000,0,Einbýli,1972,159.7,4,3,1,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Ármúli 42,Reykjavík,NA,0,0,0,atv,NA,0,0,0,0,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Jaðarstún 8,Akureyri,44900000,42600000,39100000,0,Hæðir,2016,104.1,4,3,1,0,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Vallargata 4 B 4,Vestmannaeyjum,41000000,35500000,56840000,0,Par/Raðhús,1949,236.9,7,6,1,3,Tveir inngangar,Já,2020-03-21,Nei / Ekki vitað
Blikatjörn 3,Njarðvík,67900000,67900000,73750000,0,Einbýli,2007,213.7,6,4,2,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Dofraberg 25,Hafnarfirði,76900000,66550000,61200000,0,Par/Raðhús,1989,176.1,5,3,2,2,Margir inngangar,Já,2020-03-21,Nei / Ekki vitað
Strikið 1,Garðabæ,58800000,45350000,43100000,0,Fjölbýli,2018,84,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Miklabraut 60,Reykjavík,44900000,45050000,33300000,0,Fjölbýli,1947,116.7,5,3,1,NA,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Strikið 1,Garðabæ,72300000,51050000,46900000,0,Fjölbýli,2018,98.6,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Strikið 1,Garðabæ,58800000,46200000,44300000,0,Fjölbýli,2018,88.3,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Strikið 1,Garðabæ,57900000,50500000,48000000,0,Fjölbýli,2018,102.4,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Strikið  1,Garðabæ,54600000,0,10250000,0,Fjölbýli,NA,87.8,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Strikið 1,Garðabæ,73800000,56750000,55350000,0,Fjölbýli,2018,123.6,3,2,1,1,Sameiginlegur,Já,2020-03-21,Já
Strikið 1,Garðabæ,56900000,48600000,48450000,0,Fjölbýli,2018,104.6,2,1,1,1,Sameiginlegur,Já,2020-03-21,Já
Ingólfsstræti 7,Reykjavík,NA,65150000,35700000,0,Par/Raðhús,1896,126.2,5,3,2,2,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Vallhólmi 18,Kópavogi,93900000,82800000,76800000,0,Einbýli,1972,282.8,8,5,2,2,Tveir inngangar,Já,2020-03-21,Nei / Ekki vitað
Rjúpnasalir 14,Kópavogi,149000000,93000000,88550000,0,Fjölbýli,2003,221.7,4,3,2,2,Sameiginlegur,Já,2020-03-21,Nei / Ekki vitað
Vatnsendablettur 719,Kópavogi,145000000,161600000,136150000,0,Einbýli,2007,440.3,7,5,3,4,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Miklabraut 90,Reykjavík,69900000,53100000,38740000,0,Fjölbýli,1951,151.5,4,4,2,2,Tveir inngangar,Já,2020-03-21,Nei / Ekki vitað
Huldugil 52,Akureyri,42900000,37800000,36100000,0,Par/Raðhús,1994,92.3,4,3,1,1,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Staðarbakki 10,Reykjavík,64900000,57950000,53150000,0,Par/Raðhús,1970,162.5,6,4,2,2,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
Kirkjusandur Stuðlaborg (215),Reykjavík,46900000,0,0,0,Fjölbýli,2019,77.5,2,1,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Eskihlíð 20,Reykjavík,52500000,49000000,32000000,0,Fjölbýli,1957,111.2,4,4,1,1,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Naustavör 26,Kópavogi,139900000,96150000,122250000,0,Fjölbýli,2018,229.8,5,3,NA,2,Ekki vitað,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
Spánn - Las Colinas - glæsieignir,Útlöndum,77400000,0,0,0,Fjölbýli,NA,0,4,3,1,2,Sameiginlegur,Já,2020-03-21,Já
Spánn - Las Colinas - Madrono,Útlöndum,109000000,0,0,0,Einbýli,NA,0,4,3,1,3,Sérinngangur,Nei / Ekki vitað,2020-03-21,Nei / Ekki vitað
"Spánn, Rojales svæðið,  142 m2 Penthouse",Útlöndum,29852000,0,0,0,Fjölbýli,2020,142,3,2,1,2,Sameiginlegur,Nei / Ekki vitað,2020-03-21,Já
Spánn - Las Colinas - Mimosa,Útlöndum,139700000,0,0,0,Einbýli,NA,0,4,3,1,3,Sérinngangur,Já,2020-03-21,Nei / Ekki vitað
